Search terms report
"October 13, 2025 - November 11, 2025"
Search term,Match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost
the black hat ilkley,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
rudding park about,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels rye,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth house hotel,Performance Max,None,21,117,17.95%,GBP,0.38,8.08,0.00,0.00,0.00%,0.00,0.00
hotels near skipton yorkshire,Performance Max,None,2,7,28.57%,GBP,0.88,1.76,0.00,0.00,0.00%,0.00,0.00
chatsworth spa hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
country hotels near london,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
simonstone hall hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth,Performance Max,None,0,12,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the strid at bolton abbey,Performance Max,None,0,11,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels rippon,Performance Max,None,0,5,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the pheasant harome,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
fife arms scotland,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel near wetherby racecourse,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire dales hotels,Performance Max,None,0,29,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
pub bolton abbey,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the feathers inn,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotels near nottingham,Performance Max,None,1,2,50.00%,GBP,0.27,0.27,0.00,0.00,0.00%,0.00,0.00
chatsworth house stays,Performance Max,None,1,1,100.00%,GBP,0.31,0.31,0.00,0.00,0.00%,0.00,0.00
rutland spa hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cricklade hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
tortworth hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
north yorkshire spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire dales luxury lodges,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels chipping norton,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the lakes by yoo hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the dial house bourton on the water,Performance Max,None,1,3,33.33%,GBP,2.42,2.42,0.00,0.00,0.00%,0.00,0.00
rugby hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
pubs near chatsworth house,Performance Max,None,1,1,100.00%,GBP,0.61,0.61,0.00,0.00,0.00%,0.00,0.00
baslow hotel,Performance Max,None,1,24,4.17%,GBP,0.43,0.43,0.00,0.00,0.00%,0.00,0.00
rothay manor,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in grassington,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harrogate country b&b,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the plough yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
holiday inn derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
countryside hotel near london,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels nantwich uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
warwick castle hotel,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel retreat,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
guy fawkes inn york,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
austwick hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
lodore falls,Performance Max,None,1,4,25.00%,GBP,2.46,2.46,0.00,0.00,0.00%,0.00,0.00
dales cottage,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotels in harrogate,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the percy arms chatton northumberland,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the parsonage hotel and spa prices,Performance Max,None,1,1,100.00%,GBP,3.58,3.58,0.00,0.00,0.00%,0.00,0.00
the fife arms,Performance Max,None,1,14,7.14%,GBP,1.31,1.31,0.00,0.00,0.00%,0.00,0.00
gallivant rye,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels cotswold,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chevin country park hotel & spa yorkgate otley,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near the yorkshire sculpture park,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
buck inn buckden,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels at chatsworth house,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotels lancashire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
lime wood hotel in the new forest,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the fairfax arms gilling,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury countryside hotels uk,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near worksop,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
crieff hydro,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
daffodil hotel and spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
country house hotel suffolk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel near settle,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
malvern hotel,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
dalesway walk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire dales hotels 5 star,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel indigo stratford upon avon,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
tea on the green bolton abbey,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels chesterfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hampshire hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotel sheffield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotel nottinghamshire,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
whitby hotel yorkshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
peak district accommodation,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
linthwaite house,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in derbyshire,Performance Max,None,1,5,20.00%,GBP,0.41,0.41,0.00,0.00,0.00%,0.00,0.00
hotels in yorkshire,Performance Max,None,1,2,50.00%,GBP,0.32,0.32,0.00,0.00,0.00%,0.00,0.00
5 star accommodation peak district,Performance Max,None,1,1,100.00%,GBP,0.46,0.46,0.00,0.00,0.00%,0.00,0.00
hotels in grange over sands,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near chatsworth house,Performance Max,None,11,92,11.96%,GBP,0.69,7.58,0.00,0.00,0.00%,0.00,0.00
stately homes hotels uk,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
fell hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near me luxury,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hoseasons aysgarth,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
eslington villa,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
losehill,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the lakes hotel and spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotel in york,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotel york,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in derbyshire,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the alexander hotel sussex,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury accommodation cotswolds,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels near alnwick,Performance Max,None,0,7,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel sonning on thames,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the farmers arms yorkshire,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
saffron walden hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hereford uk hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
masham hotels 5 star,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
holdsworth house hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the strid,Performance Max,None,0,33,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
llanerch vineyard,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
royal berkshire hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
dormyhousehotel co uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
staffordshire spa hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
b and b yorkshire dales,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels huddersfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
rudding park hotel spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best place to stay in cotswold,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cliveden house,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
pubs in hawes yorkshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotels near me,Performance Max,None,3,10,30.00%,GBP,0.47,1.42,0.00,0.00,0.00%,0.00,0.00
green dragon inn cotswolds,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth hotel llandudno,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
carpenter arms thirsk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel helmsley north yorkshire,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
malham north yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cowley manor spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
restaurant with rooms north yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels cheshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
huddersfield hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the celtic collection hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
lancashire hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
buckinghamshire hotels,Performance Max,None,1,2,50.00%,GBP,0.96,0.96,0.00,0.00,0.00%,0.00,0.00
belfry hotel and resort,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotel in hull uk,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
derbyshire hotel and spa,Performance Max,None,1,1,100.00%,GBP,0.29,0.29,0.00,0.00,0.00%,0.00,0.00
fischer's baslow hall review,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotel derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the trout hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bardon mill hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near howarth,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels near leeds,Performance Max,None,1,5,20.00%,GBP,1.01,1.01,0.00,0.00,0.00%,0.00,0.00
yorkshire dales christmas breaks,Performance Max,None,1,7,14.29%,GBP,0.34,0.34,0.00,0.00,0.00%,0.00,0.00
5 star hotels in england,Performance Max,None,1,2,50.00%,GBP,3.46,3.46,0.00,0.00,0.00%,0.00,0.00
where to stay in shrewsbury uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels near bicester village,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
where to stay in settle north yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the newt,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
rudding hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in harrogate with parking,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
beverly arms hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
windy harbour farm hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotel leicester,Performance Max,None,1,2,50.00%,GBP,0.70,0.70,0.00,0.00,0.00%,0.00,0.00
hotels in sedbergh,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels near alton towers,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cotswolds romantic hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the abbey north yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire restaurant with rooms,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotel uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
lakes hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
dukes of derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
midsomer norton hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in catterick,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near barnsley,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
henley hotels,Performance Max,None,1,2,50.00%,GBP,2.21,2.21,0.00,0.00,0.00%,0.00,0.00
country hotels london,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near baslow derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
places to stay near chatsworth house,Performance Max,None,3,13,23.08%,GBP,0.38,1.15,0.00,0.00,0.00%,0.00,0.00
best hotel leamington spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
crown hotel boroughbridge,Performance Max,None,1,3,33.33%,GBP,1.14,1.14,0.00,0.00,0.00%,0.00,0.00
premier inn huddersfield central hotel photos,Performance Max,None,1,2,50.00%,GBP,1.45,1.45,0.00,0.00,0.00%,0.00,0.00
cozy,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
byland abbey north yorkshire,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel near chatsworth house,Performance Max,None,1,6,16.67%,GBP,1.07,1.07,0.00,0.00,0.00%,0.00,0.00
crow wood hotel & spa resort,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotels near ludlow,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel in skipton yorkshire,Performance Max,None,1,4,25.00%,GBP,3.32,3.32,0.00,0.00,0.00%,0.00,0.00
the stag resort england,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels near stirling scotland,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bespoke hotels uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bolton abbey hotels,Performance Max,None,6,54,11.11%,GBP,0.62,3.72,0.00,0.00,0.00%,0.00,0.00
swinfen hall hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the lamb inn burford,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in lake district for couples,Performance Max,None,1,3,33.33%,GBP,0.41,0.41,0.00,0.00,0.00%,0.00,0.00
the four seasons dogmersfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel booking com uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
4 seasons hampshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel cliveden house,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
skipton pubs,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotel in yorkshire dales,Performance Max,None,1,4,25.00%,GBP,0.35,0.35,0.00,0.00,0.00%,0.00,0.00
roxburghe hotels,Performance Max,None,1,1,100.00%,GBP,0.90,0.90,0.00,0.00,0.00%,0.00,0.00
luxury hotels near grassington,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in bakewell,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel cambridge belfry,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth hotel bournemouth,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel lancashire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in masham north yorkshire,Performance Max,None,1,1,100.00%,GBP,0.17,0.17,0.00,0.00,0.00%,0.00,0.00
pubs near bolton abbey,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the cadogan,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire and derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
york hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa in yorkshire,Performance Max,None,0,6,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in england for christmas,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
baslow apartment,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotel harrogate,Performance Max,None,1,7,14.29%,GBP,0.30,0.30,0.00,0.00,0.00%,0.00,0.00
5 star hotel stoke on trent,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels skipton yorkshire,Performance Max,None,1,2,50.00%,GBP,0.41,0.41,0.00,0.00,0.00%,0.00,0.00
luxury b&b yorkshire dales,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels loughborough,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels buckinghamshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
high rylands arncliffe,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in burnley uk,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
afternoon tea bradford,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
manors in uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near grindleford,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
penrith hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels bradford,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth hotel,Performance Max,None,62,312,19.87%,GBP,0.44,27.49,1.00,27.49,1.61%,585.00,21.28
hotels in leeds uk,Performance Max,None,0,7,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels near carlisle,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in matlock,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near peak district national park,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bolton abbey pumpkin trail,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near richmond yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
golden fleece hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
helmsley,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in durham,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
rookery hall & spa,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harome hotels,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel romsey hampshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels near marlow,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cow and calf hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury new forest hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best bed and breakfast oxford,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
beck hall malham,Performance Max,None,1,2,50.00%,GBP,1.65,1.65,0.00,0.00,0.00%,0.00,0.00
chatsworth chesterfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harrogate luxury hotels,Performance Max,None,1,4,25.00%,GBP,0.85,0.85,0.00,0.00,0.00%,0.00,0.00
barnsley hotel cotswolds,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in the cotswolds,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
alrewas accommodation,Performance Max,None,1,1,100.00%,GBP,0.58,0.58,0.00,0.00,0.00%,0.00,0.00
new forest hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
baskerville hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
northumberland country house hotels,Performance Max,None,1,1,100.00%,GBP,1.30,1.30,0.00,0.00,0.00%,0.00,0.00
hotels in great tew,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the holiday inn leeds,Performance Max,None,1,2,50.00%,GBP,3.09,3.09,0.00,0.00,0.00%,0.00,0.00
norfolk mead hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in middleham yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury accommodation yorkshire dales,Performance Max,None,1,3,33.33%,GBP,0.64,0.64,0.00,0.00,0.00%,0.00,0.00
